combo,partner_crime,child_crime,stranger_crime,burglary_home_stranger,property_rel,victim_male,victim_female,victim_unknown_sex,offender_male,offender_female,offender_unknown_sex,victim_minor,victim_adult,offender_minor,offender_adult,property_crime,person_crime,society_crime
CHEBOYGAN-MI-2020-7,20,14,17,0,NA,22,25,0,42,15,6,6,41,6,41,26,31,19
CHEBOYGAN-MI-2020-8,12,8,18,0,NA,29,29,0,45,15,6,4,54,4,54,35,31,14
CHEBOYGAN-MI-2020-9,11,6,20,0,NA,25,20,0,37,12,6,4,40,4,40,37,26,5
CHELAN-WA-2020-1,47,29,31,2,NA,82,89,0,193,32,0,16,155,16,155,129,83,68
CHELAN-WA-2020-10,34,19,28,0,NA,89,84,0,106,37,0,4,169,4,169,147,63,45
CHELAN-WA-2020-11,15,7,14,1,NA,73,56,0,86,22,0,8,120,8,120,126,36,27
CHELAN-WA-2020-12,27,19,30,1,NA,77,84,0,117,68,0,13,147,13,147,147,56,60
CHELAN-WA-2020-2,22,17,17,0,NA,45,52,0,97,31,0,11,86,11,86,103,33,53
CHELAN-WA-2020-3,31,22,31,2,NA,89,82,0,118,49,0,12,158,12,158,141,68,48
CHELAN-WA-2020-4,26,17,15,0,NA,64,77,0,105,52,0,3,137,3,137,121,45,68
CHELAN-WA-2020-5,44,30,32,2,NA,213,207,0,122,26,0,7,410,7,410,395,62,39
CHELAN-WA-2020-6,27,12,16,1,NA,119,95,0,112,32,0,6,207,6,207,190,52,40
CHELAN-WA-2020-7,31,24,30,2,NA,104,108,1,123,49,0,9,204,9,204,202,68,43
CHELAN-WA-2020-8,42,24,42,0,NA,132,122,0,192,62,0,15,239,15,239,207,90,67
CHELAN-WA-2020-9,28,17,22,0,NA,97,77,1,137,31,0,13,162,13,162,158,53,53
CHEROKEE-IA-2020-1,3,3,3,0,NA,1,6,0,9,1,0,1,6,1,6,5,3,3
CHEROKEE-IA-2020-10,3,5,4,0,NA,9,5,0,11,3,0,2,12,2,12,8,8,0
CHEROKEE-IA-2020-11,4,5,4,0,NA,7,5,0,6,2,0,2,10,2,10,8,6,0
CHEROKEE-IA-2020-12,1,1,1,0,NA,1,1,0,4,1,0,0,2,0,2,4,2,0
CHEROKEE-IA-2020-2,3,3,5,0,NA,9,5,0,7,3,9,1,13,1,13,13,6,2
CHEROKEE-IA-2020-3,4,5,4,0,NA,4,4,0,4,3,2,1,7,1,7,4,5,2
CHEROKEE-IA-2020-4,1,0,1,0,NA,2,1,0,3,0,0,0,3,0,3,1,2,1
CHEROKEE-IA-2020-5,2,1,1,0,NA,6,2,0,11,0,0,0,8,0,8,7,2,6
CHEROKEE-IA-2020-6,3,3,2,0,NA,4,4,0,10,1,1,0,8,0,8,4,4,7
CHEROKEE-IA-2020-7,0,0,2,0,NA,3,6,0,10,1,0,0,9,0,9,11,4,1
CHEROKEE-IA-2020-8,0,0,2,0,NA,8,2,0,1,1,0,0,10,0,10,10,2,0
CHEROKEE-IA-2020-9,1,1,2,0,NA,5,4,0,9,3,0,0,9,0,9,11,2,1
CHEROKEE-KS-2020-1,13,12,9,0,NA,43,46,0,96,42,1,2,85,2,85,75,33,66
CHEROKEE-KS-2020-10,6,7,9,0,NA,26,39,0,49,35,1,0,62,0,62,48,13,49
CHEROKEE-KS-2020-11,10,11,9,0,NA,38,22,0,59,13,1,9,51,9,51,49,20,24
CHEROKEE-KS-2020-12,5,8,10,0,NA,33,33,1,52,16,2,0,66,0,66,50,18,35
CHEROKEE-KS-2020-2,16,12,10,0,NA,29,34,0,67,23,2,0,63,0,63,63,21,40
CHEROKEE-KS-2020-3,18,26,19,0,NA,80,48,0,92,78,0,4,121,4,121,96,46,60
CHEROKEE-KS-2020-4,13,11,12,0,NA,57,50,0,91,40,6,1,106,1,106,79,31,57
CHEROKEE-KS-2020-5,13,16,14,0,NA,56,45,1,87,38,0,2,99,2,99,84,39,31
CHEROKEE-KS-2020-6,19,25,21,0,NA,50,31,0,75,26,4,3,77,3,77,49,40,45
CHEROKEE-KS-2020-7,13,6,9,0,NA,43,42,1,63,19,0,5,78,5,78,75,23,24
CHEROKEE-KS-2020-8,12,13,15,0,NA,42,39,0,67,13,0,2,78,2,78,70,24,22
CHEROKEE-KS-2020-9,12,14,19,0,NA,106,53,0,137,65,0,4,155,4,155,128,26,88
CHEROKEE-OK-2020-1,27,31,37,1,NA,105,110,7,193,91,35,29,193,29,193,225,82,64
CHEROKEE-OK-2020-10,23,34,31,0,NA,76,51,12,126,48,33,14,125,14,125,98,53,59
CHEROKEE-OK-2020-11,11,20,14,0,NA,51,35,3,71,39,29,6,83,6,83,81,32,29
CHEROKEE-OK-2020-12,10,10,10,0,NA,33,31,0,88,31,15,5,59,5,59,68,20,48
CHEROKEE-OK-2020-2,29,40,34,0,NA,90,86,7,142,99,37,15,168,15,168,172,68,75
CHEROKEE-OK-2020-3,36,38,45,0,NA,82,103,5,182,47,34,13,176,13,176,138,93,53
CHEROKEE-OK-2020-4,33,39,41,0,NA,86,76,3,124,59,46,2,163,2,163,134,71,36
CHEROKEE-OK-2020-5,25,41,25,0,NA,60,81,0,115,41,33,12,128,12,128,116,64,34
CHEROKEE-OK-2020-6,21,35,20,0,NA,131,119,7,166,109,35,11,246,11,246,247,73,23
CHEROKEE-OK-2020-7,28,57,25,0,NA,98,107,9,152,65,50,18,196,18,196,180,83,42
CHEROKEE-OK-2020-8,21,44,19,0,NA,81,86,6,136,63,50,13,160,13,160,155,66,33
CHEROKEE-OK-2020-9,15,32,19,0,NA,74,79,2,110,54,50,6,148,6,148,128,56,45
CHEROKEE-SC-2020-1,21,25,39,0,NA,67,86,3,84,65,0,18,135,18,135,162,62,18
CHEROKEE-SC-2020-10,51,49,60,0,NA,149,173,4,197,117,8,16,298,16,298,262,122,98
CHEROKEE-SC-2020-11,30,21,37,0,NA,73,93,2,112,53,0,13,153,13,153,122,55,75
CHEROKEE-SC-2020-12,50,44,48,0,NA,124,139,5,165,86,2,13,248,13,248,237,97,85
CHEROKEE-SC-2020-2,35,36,46,0,NA,135,180,5,198,94,1,10,303,10,303,292,105,82
CHEROKEE-SC-2020-3,48,38,43,0,NA,133,189,3,198,100,2,15,307,15,307,268,114,76
CHEROKEE-SC-2020-4,12,12,16,0,NA,58,56,1,72,41,1,5,108,5,108,127,26,32
CHEROKEE-SC-2020-5,15,16,13,0,NA,71,103,1,95,62,3,5,166,5,166,171,41,39
CHEROKEE-SC-2020-6,47,41,84,0,NA,141,198,3,158,141,5,43,295,43,295,241,145,64
CHEROKEE-SC-2020-7,18,21,12,0,NA,75,82,4,84,57,5,4,153,4,153,167,39,30
CHEROKEE-SC-2020-8,13,28,16,0,NA,77,84,1,76,67,3,10,150,10,150,171,48,25
CHEROKEE-SC-2020-9,55,50,53,0,NA,162,142,1,168,85,5,11,286,11,286,267,110,55
CHEROKEE-TX-2020-1,13,11,13,0,NA,87,57,1,100,32,39,5,140,5,140,124,36,40
CHEROKEE-TX-2020-10,28,22,30,0,NA,90,102,0,127,48,6,10,182,10,182,146,68,56
CHEROKEE-TX-2020-11,24,11,22,0,NA,76,62,0,101,31,0,6,132,6,132,103,55,39
CHEROKEE-TX-2020-12,14,18,20,0,NA,69,61,0,103,44,0,6,124,6,124,95,54,56
CHEROKEE-TX-2020-2,27,12,16,0,NA,58,74,0,82,26,39,3,129,3,129,105,43,22
CHEROKEE-TX-2020-3,29,22,20,0,NA,66,77,0,101,32,32,6,136,6,136,93,65,37
CHEROKEE-TX-2020-4,14,15,20,0,NA,60,63,1,94,36,31,4,120,4,120,106,46,27
CHEROKEE-TX-2020-5,27,22,33,0,NA,48,60,1,80,27,16,5,104,5,104,60,60,20
CHEROKEE-TX-2020-6,32,17,31,0,NA,73,99,0,133,41,19,8,164,8,164,104,82,46
CHEROKEE-TX-2020-7,43,21,30,0,NA,82,83,0,122,26,0,16,149,16,149,102,79,27
CHEROKEE-TX-2020-8,42,27,35,0,NA,89,93,0,110,38,0,10,172,10,172,135,72,29
CHEROKEE-TX-2020-9,31,21,25,0,NA,63,89,0,110,40,0,3,149,3,149,108,60,45
CHESAPEAKE CITY-VA-2020-1,266,240,355,5,NA,664,798,17,1235,618,1,83,1337,83,1337,1231,603,568
CHESAPEAKE CITY-VA-2020-10,316,294,389,5,NA,697,645,11,1192,481,3,97,1227,97,1227,922,619,565
CHESAPEAKE CITY-VA-2020-11,267,261,373,6,NA,617,727,6,1101,490,11,98,1232,98,1232,857,638,483
CHESAPEAKE CITY-VA-2020-12,269,256,300,5,NA,665,679,9,1089,441,2,55,1283,55,1283,1049,546,405
CHESAPEAKE CITY-VA-2020-2,212,240,405,9,NA,698,779,44,1336,715,1,144,1271,144,1271,1222,632,669
CHESAPEAKE CITY-VA-2020-3,229,211,303,3,NA,615,566,22,1210,592,2,82,1080,82,1080,896,579,718
CHESAPEAKE CITY-VA-2020-4,166,192,284,3,NA,576,622,12,1106,540,0,63,1103,63,1103,976,504,569
CHESAPEAKE CITY-VA-2020-5,257,308,319,4,NA,650,718,9,1310,637,0,105,1229,105,1229,925,656,805
CHESAPEAKE CITY-VA-2020-6,228,243,375,4,NA,591,750,19,1187,590,3,97,1212,97,1212,1004,628,556
CHESAPEAKE CITY-VA-2020-7,304,283,355,8,NA,712,694,4,1110,530,2,49,1349,49,1349,970,641,492
CHESAPEAKE CITY-VA-2020-8,282,280,352,6,NA,688,693,49,1028,513,1,93,1236,93,1236,943,648,395
CHESAPEAKE CITY-VA-2020-9,359,353,451,29,NA,671,803,2,1256,532,8,60,1336,60,1336,945,753,442
CHESHIRE-NH-2020-1,23,22,28,0,NA,69,79,1,118,49,0,18,128,18,128,156,48,47
CHESHIRE-NH-2020-10,22,24,25,0,NA,91,80,0,101,41,1,9,161,9,161,203,51,29
CHESHIRE-NH-2020-11,27,32,46,0,NA,53,104,0,87,84,0,48,109,48,109,129,65,58
CHESHIRE-NH-2020-12,15,18,20,0,NA,59,57,0,89,20,3,9,107,9,107,110,47,38
CHESHIRE-NH-2020-2,21,17,19,0,NA,68,71,1,128,49,5,8,130,8,130,149,47,37
CHESHIRE-NH-2020-3,21,25,40,0,NA,60,71,0,82,39,0,18,112,18,112,87,70,27
CHESHIRE-NH-2020-4,15,14,25,2,NA,71,41,0,93,54,0,9,102,9,102,103,51,25
CHESHIRE-NH-2020-5,16,29,17,0,NA,89,86,0,139,30,1,20,154,20,154,155,52,39
CHESHIRE-NH-2020-6,31,44,47,0,NA,106,81,1,89,56,3,16,168,16,168,139,92,14
CHESHIRE-NH-2020-7,30,38,36,0,NA,80,95,0,123,38,0,12,162,12,162,138,74,39
CHESHIRE-NH-2020-8,30,38,33,1,NA,87,110,2,109,58,2,24,173,24,173,167,71,32
CHESHIRE-NH-2020-9,25,26,31,2,NA,75,80,1,95,56,2,12,141,12,141,126,62,35
CHESTER-SC-2020-1,21,18,35,0,NA,80,78,3,110,28,93,9,146,9,146,141,46,44
CHESTER-SC-2020-10,31,34,31,0,NA,61,69,1,90,27,72,17,110,17,110,87,58,44
CHESTER-SC-2020-11,33,30,34,0,NA,86,94,4,125,25,109,21,159,21,159,149,56,54
CHESTER-SC-2020-12,30,25,35,0,NA,55,57,2,81,34,67,8,103,8,103,80,49,53
CHESTER-SC-2020-2,38,37,33,0,NA,88,86,1,125,47,88,7,162,7,162,151,66,43
CHESTER-SC-2020-3,40,41,43,0,NA,80,89,0,114,38,78,13,155,13,155,113,74,43
CHESTER-SC-2020-4,39,27,96,0,NA,90,127,1,103,102,72,30,185,30,185,127,124,26
CHESTER-SC-2020-5,63,60,59,0,NA,89,94,0,156,49,56,11,171,11,171,118,105,38
CHESTER-SC-2020-6,36,33,45,0,NA,55,94,5,99,44,79,3,144,3,144,118,67,37
CHESTER-SC-2020-7,27,20,28,0,NA,63,80,2,116,51,61,3,140,3,140,104,58,66
CHESTER-SC-2020-8,49,49,53,0,NA,63,87,0,101,53,75,26,122,26,122,97,80,52
CHESTER-SC-2020-9,28,29,31,0,NA,48,33,1,55,12,45,11,63,11,63,59,38,15
CHESTER-TN-2020-1,7,8,7,0,NA,13,17,0,28,8,13,5,25,5,25,20,15,14
CHESTER-TN-2020-10,2,5,2,0,NA,16,22,0,22,15,15,0,38,0,38,32,7,13
CHESTER-TN-2020-11,16,20,20,0,NA,30,18,0,51,13,6,12,36,12,36,10,31,29
CHESTER-TN-2020-12,7,7,4,0,NA,7,20,0,24,6,13,3,24,3,24,20,11,12
CHESTER-TN-2020-2,2,4,1,0,NA,4,10,1,17,4,6,1,14,1,14,8,8,11
CHESTER-TN-2020-3,3,4,2,0,NA,11,6,0,22,4,5,1,16,1,16,11,7,13
CHESTER-TN-2020-4,14,13,20,0,NA,29,28,2,46,29,6,1,58,1,58,26,31,24
CHESTER-TN-2020-5,5,3,3,0,NA,5,9,1,5,7,4,0,15,0,15,6,9,1
CHESTER-TN-2020-6,10,9,9,0,NA,32,21,1,43,32,14,2,52,2,52,45,14,30
CHESTER-TN-2020-7,11,8,11,0,NA,21,27,0,43,11,13,2,46,2,46,31,20,16
CHESTER-TN-2020-8,11,7,17,0,NA,19,20,0,36,24,5,8,30,8,30,14,25,26
CHESTER-TN-2020-9,2,4,2,0,NA,13,24,1,28,9,18,0,38,0,38,31,10,14
CHESTERFIELD-SC-2020-1,48,39,54,0,NA,163,152,2,265,113,123,22,281,22,281,262,116,123
CHESTERFIELD-SC-2020-10,63,54,60,0,NA,149,177,6,201,101,135,9,286,9,286,234,118,85
CHESTERFIELD-SC-2020-11,80,77,133,0,NA,240,168,4,274,79,157,82,301,82,301,263,189,58
CHESTERFIELD-SC-2020-12,59,55,86,4,NA,172,179,3,246,126,101,35,299,35,299,226,152,95
CHESTERFIELD-SC-2020-2,48,49,46,0,NA,137,154,2,234,95,104,18,255,18,255,228,112,93
CHESTERFIELD-SC-2020-3,92,75,95,0,NA,190,162,4,280,78,133,48,297,48,297,265,145,81
CHESTERFIELD-SC-2020-4,86,80,115,2,NA,151,169,3,263,86,99,64,243,64,243,200,171,77
CHESTERFIELD-SC-2020-5,71,72,81,0,NA,175,159,6,232,107,115,25,290,25,290,210,162,82
CHESTERFIELD-SC-2020-6,95,84,102,0,NA,218,206,11,278,139,122,22,375,22,375,267,190,82
CHESTERFIELD-SC-2020-7,145,167,140,0,NA,205,240,2,324,117,109,38,356,38,356,219,238,93
CHESTERFIELD-SC-2020-8,33,29,59,0,NA,114,156,8,211,81,112,11,235,11,235,215,103,86
CHESTERFIELD-SC-2020-9,4,8,3,0,NA,18,13,0,19,13,10,1,29,1,29,26,10,6
CHESTERFIELD-VA-2020-1,241,200,636,0,NA,992,1161,0,1583,733,756,402,1746,402,1746,1566,977,530
CHESTERFIELD-VA-2020-10,236,159,371,1,NA,853,858,1,1400,599,557,125,1578,125,1578,1389,668,499
CHESTERFIELD-VA-2020-11,208,114,389,1,NA,735,801,1,1179,574,533,92,1438,92,1438,1150,707,430
CHESTERFIELD-VA-2020-12,225,137,292,0,NA,748,884,0,1383,545,602,91,1519,91,1519,1414,607,509
CHESTERFIELD-VA-2020-2,202,166,508,1,NA,846,901,0,1405,620,589,344,1397,344,1397,1359,822,435
CHESTERFIELD-VA-2020-3,190,139,425,0,NA,747,797,0,1239,544,547,189,1347,189,1347,1204,727,402
CHESTERFIELD-VA-2020-4,187,114,253,0,NA,624,688,0,1110,427,535,80,1230,80,1230,1154,514,404
CHESTERFIELD-VA-2020-5,199,143,427,0,NA,832,747,0,1444,487,508,109,1470,109,1470,1096,747,597
CHESTERFIELD-VA-2020-6,268,163,361,0,NA,814,849,0,1219,620,579,75,1585,75,1585,1256,738,424
CHESTERFIELD-VA-2020-7,249,181,375,0,NA,757,849,0,1274,545,551,94,1505,94,1505,1172,760,441
CHESTERFIELD-VA-2020-8,249,134,383,1,NA,657,813,0,1136,616,505,65,1402,65,1402,1122,681,455
CHESTERFIELD-VA-2020-9,248,157,498,0,NA,813,886,1,1339,545,523,116,1560,116,1560,1188,793,427
CHEYENNE-CO-2020-10,0,0,0,0,NA,0,2,0,0,0,0,0,2,0,2,2,0,0
CHEYENNE-CO-2020-11,0,0,0,0,NA,1,1,0,1,2,0,0,2,0,2,3,0,0
CHEYENNE-CO-2020-12,2,1,1,0,0,1,1,0,2,0,0,0,2,0,2,0,2,0
CHEYENNE-CO-2020-2,0,0,0,0,NA,0,1,0,0,1,0,0,1,0,1,2,0,0
CHEYENNE-CO-2020-3,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,0
CHEYENNE-CO-2020-4,0,0,0,0,NA,2,1,0,0,0,0,0,3,0,3,3,0,0
CHEYENNE-CO-2020-5,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0
CHEYENNE-CO-2020-6,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0
CHEYENNE-CO-2020-8,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0
CHEYENNE-CO-2020-9,0,0,0,0,NA,1,0,0,0,0,0,0,1,0,1,2,0,0
CHEYENNE-KS-2020-3,0,0,0,0,NA,1,0,0,8,0,0,0,1,0,1,1,0,8
CHEYENNE-KS-2020-5,0,0,0,0,NA,1,1,0,4,1,0,0,2,0,2,6,0,0
CHEYENNE-KS-2020-6,0,1,0,0,NA,1,1,0,3,0,0,0,2,0,2,1,1,2
CHEYENNE-KS-2020-7,0,0,0,0,NA,5,0,0,5,0,1,0,5,0,5,5,0,3
CHEYENNE-KS-2020-8,5,5,4,0,NA,4,7,0,9,0,6,1,9,1,9,9,5,2
CHICKASAW-IA-2020-1,7,6,9,0,NA,11,10,0,40,5,0,2,19,2,19,20,14,18
CHICKASAW-IA-2020-10,1,1,1,0,NA,1,7,0,9,5,0,4,4,4,4,7,1,7
CHICKASAW-IA-2020-11,0,0,1,0,NA,5,1,0,9,4,0,2,4,2,4,6,2,8
CHICKASAW-IA-2020-12,1,2,2,0,NA,3,3,0,3,2,0,1,5,1,5,5,2,0
CHICKASAW-IA-2020-2,3,2,2,0,NA,0,8,0,6,3,0,0,8,0,8,9,3,2
CHICKASAW-IA-2020-3,1,1,4,0,NA,26,4,0,35,7,0,5,25,5,25,15,6,25
CHICKASAW-IA-2020-4,3,4,5,0,NA,2,5,0,7,1,0,3,4,3,4,3,5,3
CHICKASAW-IA-2020-5,1,3,1,0,NA,7,3,0,8,8,0,0,10,0,10,8,3,10
CHICKASAW-IA-2020-6,1,1,2,0,NA,6,9,0,22,4,2,1,14,1,14,19,2,11
CHICKASAW-IA-2020-7,0,0,0,0,NA,4,3,0,7,5,1,0,7,0,7,7,0,11
CHICKASAW-IA-2020-8,0,0,2,0,NA,5,1,0,9,8,0,0,6,0,6,4,2,12
CHICKASAW-IA-2020-9,4,5,5,0,NA,5,8,0,16,10,0,3,10,3,10,4,10,13
CHICOT-AR-2020-1,0,9,3,0,NA,20,12,0,14,8,4,0,32,0,32,20,12,4
CHICOT-AR-2020-10,5,9,12,0,NA,16,20,1,22,6,13,1,34,1,34,31,16,0
CHICOT-AR-2020-11,1,10,8,0,NA,22,16,0,21,5,4,0,35,0,35,23,17,0
CHICOT-AR-2020-12,0,3,5,0,NA,14,15,0,18,7,3,2,27,2,27,27,8,4
CHICOT-AR-2020-2,2,4,4,0,NA,17,13,0,9,7,5,0,30,0,30,27,6,4
CHICOT-AR-2020-3,0,2,0,0,NA,15,7,0,9,4,3,1,21,1,21,23,2,4
CHICOT-AR-2020-4,2,2,3,0,NA,12,10,0,8,4,3,1,21,1,21,20,3,1
CHICOT-AR-2020-5,0,2,11,0,NA,21,17,0,18,8,5,0,31,0,31,26,13,2
CHICOT-AR-2020-6,2,6,4,0,NA,21,22,0,18,6,9,2,39,2,39,41,8,0
CHICOT-AR-2020-7,3,6,12,0,NA,38,22,1,31,7,15,1,56,1,56,48,17,5
CHICOT-AR-2020-8,3,6,13,0,NA,17,34,0,20,10,11,0,50,0,50,37,17,2
CHICOT-AR-2020-9,1,7,3,0,NA,26,17,0,18,5,4,1,41,1,41,35,9,0
CHIPPEWA-MI-2020-1,33,34,42,0,NA,41,41,0,67,48,23,6,76,6,76,60,54,35
CHIPPEWA-MI-2020-10,15,25,25,0,NA,44,43,1,55,32,26,20,67,20,67,62,41,14
CHIPPEWA-MI-2020-11,24,23,26,0,NA,25,30,0,49,15,14,3,52,3,52,31,37,11
CHIPPEWA-MI-2020-12,12,15,22,0,NA,29,20,2,43,21,19,6,43,6,43,31,36,17
CHIPPEWA-MI-2020-2,21,25,26,0,NA,28,26,2,61,28,12,2,49,2,49,39,36,31
CHIPPEWA-MI-2020-3,49,50,55,1,NA,72,21,1,79,24,23,3,90,3,90,37,65,36
CHIPPEWA-MI-2020-4,26,37,21,0,NA,32,31,1,54,16,17,10,51,10,51,29,44,19
CHIPPEWA-MI-2020-5,28,35,35,0,NA,53,35,1,92,23,18,5,82,5,82,55,55,33
CHIPPEWA-MI-2020-6,31,37,42,0,NA,47,48,4,75,35,29,19,74,19,74,51,61,31
CHIPPEWA-MI-2020-7,28,31,53,1,NA,54,42,1,89,34,20,8,88,8,88,36,69,41
CHIPPEWA-MI-2020-8,27,37,59,0,NA,65,47,0,88,38,45,10,102,10,102,52,77,46
CHIPPEWA-MI-2020-9,11,20,22,0,NA,35,49,1,62,23,31,6,79,6,79,54,47,20
CHIPPEWA-WI-2020-1,56,64,65,2,NA,177,187,0,426,189,0,56,307,56,307,321,137,317
CHIPPEWA-WI-2020-10,56,77,108,3,NA,265,197,1,322,137,0,25,430,25,430,385,182,190
CHIPPEWA-WI-2020-11,33,41,55,7,NA,202,150,2,268,147,0,22,322,22,322,349,112,191
CHIPPEWA-WI-2020-12,37,36,54,0,NA,176,137,0,239,127,0,13,298,13,298,291,112,176
CHIPPEWA-WI-2020-2,48,49,51,3,NA,114,157,1,346,160,0,34,236,34,236,249,118,288
CHIPPEWA-WI-2020-3,40,59,69,1,NA,155,143,0,354,139,0,33,262,33,262,285,119,242
CHIPPEWA-WI-2020-4,49,69,58,0,NA,186,215,0,348,150,0,46,355,46,355,391,125,150
CHIPPEWA-WI-2020-5,71,79,80,0,NA,222,220,0,378,167,0,43,399,43,399,332,187,257
CHIPPEWA-WI-2020-6,58,68,91,1,NA,205,198,0,369,141,0,29,373,29,373,330,170,257
CHIPPEWA-WI-2020-7,74,86,114,4,NA,340,294,1,484,142,1,35,599,35,599,493,199,275
CHIPPEWA-WI-2020-8,70,70,97,0,NA,243,212,0,349,148,0,34,420,34,420,395,177,189
CHIPPEWA-WI-2020-9,69,67,95,8,NA,268,281,1,425,186,0,58,492,58,492,471,207,217
CHITTENDEN-VT-2020-1,67,80,85,2,NA,163,159,0,228,108,0,23,299,23,299,339,141,56
CHITTENDEN-VT-2020-10,28,26,45,1,NA,199,156,2,162,73,0,10,339,10,339,477,62,34
CHITTENDEN-VT-2020-11,28,36,42,2,NA,194,167,0,176,50,0,10,346,10,346,414,77,25
CHITTENDEN-VT-2020-12,28,22,34,0,NA,145,159,1,130,61,0,9,284,9,284,432,49,15
CHITTENDEN-VT-2020-2,44,38,40,0,NA,117,155,0,195,111,0,13,258,13,258,400,72,50
CHITTENDEN-VT-2020-3,44,49,50,0,NA,162,150,0,174,71,0,22,287,22,287,369,90,32
CHITTENDEN-VT-2020-4,42,45,42,3,NA,179,203,0,161,109,0,13,366,13,366,471,72,22
CHITTENDEN-VT-2020-5,57,48,49,0,NA,233,210,0,179,92,0,15,423,15,423,469,83,30
CHITTENDEN-VT-2020-6,36,35,62,0,NA,243,194,0,203,81,0,8,422,8,422,472,98,32
CHITTENDEN-VT-2020-7,76,78,92,2,NA,300,234,0,268,119,0,21,506,21,506,562,141,44
CHITTENDEN-VT-2020-8,42,43,64,3,NA,324,207,0,340,70,0,23,500,23,500,627,102,48
CHITTENDEN-VT-2020-9,63,65,88,0,NA,253,200,18,274,61,0,16,450,16,450,547,126,27
CHOCTAW-OK-2020-1,3,5,5,0,NA,9,15,3,30,8,7,2,25,2,25,27,10,8
CHOCTAW-OK-2020-10,4,5,2,0,NA,26,39,0,42,39,18,0,65,0,65,64,7,31
CHOCTAW-OK-2020-11,8,6,9,0,NA,13,25,1,33,12,13,1,38,1,38,32,17,9
CHOCTAW-OK-2020-12,3,2,3,0,NA,15,8,2,16,16,13,0,25,0,25,31,6,9
CHOCTAW-OK-2020-2,4,3,3,0,NA,8,17,0,20,17,11,2,23,2,23,31,7,11
CHOCTAW-OK-2020-3,3,6,5,0,NA,15,16,1,33,10,11,0,32,0,32,37,10,10
CHOCTAW-OK-2020-4,0,0,0,0,NA,11,14,3,27,9,15,0,28,0,28,47,1,3
CHOCTAW-OK-2020-5,8,8,8,0,NA,13,25,0,21,7,20,1,37,1,37,35,12,1
CHOCTAW-OK-2020-6,8,10,14,0,NA,17,23,1,28,13,16,3,38,3,38,25,24,8
CHOCTAW-OK-2020-7,7,9,9,0,NA,15,30,6,30,12,26,3,48,3,48,50,15,3
CHOCTAW-OK-2020-8,4,4,4,0,NA,17,23,0,33,15,10,0,40,0,40,35,13,11
CHOCTAW-OK-2020-9,6,4,9,0,NA,19,18,1,38,18,21,1,37,1,37,40,12,25
CHOUTEAU-MT-2020-1,1,1,1,0,NA,1,2,0,2,1,0,0,3,0,3,3,1,1
CHOUTEAU-MT-2020-10,0,0,0,0,NA,0,4,0,4,0,0,0,4,0,4,4,1,0
CHOUTEAU-MT-2020-11,2,3,5,0,5,3,4,0,5,2,0,2,5,2,5,0,7,0
CHOUTEAU-MT-2020-12,2,2,2,0,NA,31,17,0,42,2,0,0,48,0,48,42,6,0
CHOUTEAU-MT-2020-2,0,0,0,0,NA,3,0,0,0,0,0,0,3,0,3,3,0,0
CHOUTEAU-MT-2020-3,3,0,1,0,1,1,3,0,3,1,0,0,4,0,4,0,4,0
CHOUTEAU-MT-2020-4,2,1,0,0,NA,2,4,0,7,0,0,0,6,0,6,2,4,2
CHOUTEAU-MT-2020-5,0,1,0,0,NA,3,5,0,2,4,0,1,7,1,7,3,5,0
CHOUTEAU-MT-2020-6,5,4,5,0,NA,8,5,0,11,2,0,2,11,2,11,9,6,0
CHOUTEAU-MT-2020-7,4,1,2,0,2,3,6,0,6,3,0,0,9,0,9,0,9,0
CHOUTEAU-MT-2020-8,2,1,3,0,NA,5,3,0,6,0,0,1,7,1,7,5,4,0
CHOUTEAU-MT-2020-9,0,0,0,0,NA,1,0,0,0,0,1,0,1,0,1,2,0,0
CHRISTIAN-KY-2020-1,55,105,65,1,NA,127,188,0,319,94,1,77,230,77,230,244,139,130
CHRISTIAN-KY-2020-10,34,61,38,0,NA,137,131,1,232,93,0,20,238,20,238,241,91,113
CHRISTIAN-KY-2020-11,21,53,22,6,NA,135,110,2,186,100,0,47,193,47,193,240,67,102
CHRISTIAN-KY-2020-12,31,61,29,0,NA,138,142,2,261,80,0,15,259,15,259,282,89,118
CHRISTIAN-KY-2020-2,27,60,26,1,NA,144,117,1,262,112,0,34,225,34,225,250,79,130
CHRISTIAN-KY-2020-3,39,84,9,5,NA,170,101,11,263,52,0,82,178,82,178,182,99,100
CHRISTIAN-KY-2020-4,29,68,55,3,NA,153,158,0,240,104,1,18,287,18,287,229,135,69
CHRISTIAN-KY-2020-5,35,74,39,3,NA,102,132,0,188,118,0,24,209,24,209,186,97,141
CHRISTIAN-KY-2020-6,35,89,47,2,NA,169,177,1,378,89,2,22,318,22,318,310,118,187
CHRISTIAN-KY-2020-7,50,117,64,4,NA,177,161,4,285,150,0,24,306,24,306,258,149,116
CHRISTIAN-KY-2020-8,26,47,35,1,NA,133,173,0,257,110,1,19,285,19,285,249,81,151
CHRISTIAN-KY-2020-9,34,72,65,2,NA,251,315,2,546,127,2,40,525,40,525,435,126,214
CIMARRON-OK-2020-1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
